okrug,opstina,naziv,mesto,latitude,longitude,geocoded_query
Јужнобачки управни округ,Нови Сад,"ОШ ""Ђура Јакшић"", Каћ",Каћ,45.2999512,19.9407188,"ОШ ""Ђура Јакшић"", Каћ, Каћ, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Ђура Даничић"", Нови Сад",Нови Сад,45.2608654,19.8531493,"ОШ ""Ђура Даничић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Јован Јовановић Змај"", Сремска Каменица",Сремска Каменица,45.2249624,19.8430879,"ОШ ""Јован Јовановић Змај"", Сремска Каменица, Сремска Каменица, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Јован Дучић"", Петроварадин",Петроварадин,45.2518419,19.8714699,"ОШ ""Јован Дучић"", Петроварадин, Петроварадин, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Јован Поповић"", Нови Сад",Нови Сад,45.2412695,19.8457651,"ОШ ""Јован Поповић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Јожеф Атила"", Нови Сад",Нови Сад,45.2375752,19.8075088,"ОШ ""Јожеф Атила"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Јуниор"", Нови Сад",Нови Сад,45.26553,19.8293059,"Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Људовит Штур"", Кисач",Кисач,45.3478444,19.7272454,"Кисач, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Алекса Шантић"", Степановићево",Степановићево,45.4152247,19.7002838,"ОШ ""Алекса Шантић"", Степановићево, Степановићево, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Бранко Радичевић"", Нови Сад",Нови Сад,45.2554055,19.852054,"""Бранко Радичевић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Васа Стајић"", Нови Сад",Нови Сад,45.2463531,19.8264626,"ОШ ""Васа Стајић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Вељко Влаховић"", Нови Сад",Нови Сад,45.2455779,19.848505,"""Вељко Влаховић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Вељко Петровић"", Бегеч",Бегеч,45.2369508,19.622522,"""Вељко Петровић"", Бегеч, Бегеч, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Вук Караџић"", Нови Сад",Нови Сад,45.2682668,19.8388342,"ОШ ""Вук Караџић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Десанка Максимовић"", Футог",Футог,45.2361406,19.7005454,"ОШ ""Десанка Максимовић"", Футог, Футог, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Доситеј Обрадовић"", Нови Сад",Нови Сад,45.2664979,19.8118536,"ОШ ""Доситеј Обрадовић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Душан Радовић"", Нови Сад",Нови Сад,45.2892664,19.8263878,"ОШ ""Душан Радовић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Жарко Зрењанин"", Нови Сад",Нови Сад,45.2372636,19.8366036,"ОШ ""Жарко Зрењанин"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Иван Гундулић"", Нови Сад",Нови Сад,45.264767,19.8455695,"ОШ ""Иван Гундулић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Иво Андрић"", Будисава",Будисава,45.2791908,19.9940758,"ОШ ""Иво Андрић"", Будисава, Будисава, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Иво Лола Рибар"", Нови Сад",Нови Сад,45.2596763,19.8362007,"ОШ ""Иво Лола Рибар"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Коста Трифковић"", Нови Сад",Нови Сад,45.2643036,19.8359461,"ОШ ""Коста Трифковић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Лаза Костић"", Ковиљ",Ковиљ,45.2252075,20.0220214,"ОШ ""Лаза Костић"", Ковиљ, Ковиљ, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Марија Трандафил"", Ветерник",Ветерник,45.2422847,19.767463,"ОШ ""Марија Трандафил"", Ветерник, Ветерник, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Милош Црњански"", Нови Сад",Нови Сад,45.247616,19.7965593,"ОШ ""Милош Црњански"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Мирослав Антић"", Футог",Футог,45.239874,19.7296592,"""Мирослав Антић"", Футог, Футог, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Мирослав Мика Антић"", Нови Сад",Нови Сад,45.263004,19.8416437,"""Мирослав Мика Антић"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Михајло Пупин"", Ветерник",Ветерник,45.2534169,19.7553058,"ОШ ""Михајло Пупин"", Ветерник, Ветерник, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Никола Тесла"", Нови Сад",Нови Сад,45.2469675,19.8138278,"ОШ ""Никола Тесла"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Петефи Шандор"", Нови Сад",Нови Сад,45.2541179,19.8295342,"ОШ ""Петефи Шандор"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Прва војвођанска бригада"", Нови Сад",Нови Сад,45.2540075,19.79789,"ОШ ""Прва војвођанска бригада"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Свети Кирило и Методије"", Нови Сад",Нови Сад,45.26553,19.8293059,"Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Свети Сава"", Руменка",Руменка,45.2957251,19.747735,"""Свети Сава"", Руменка, Руменка, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Светозар Марковић Тоза"", Нови Сад",Нови Сад,45.2629779,19.8084177,"ОШ ""Светозар Марковић Тоза"", Нови Сад, Нови Сад, Serbia"
Јужнобачки управни округ,Нови Сад,"ОШ ""Соња Маринковић"", Нови Сад",Нови Сад,45.2438397,19.8338755,"ОШ ""Соња Маринковић"", Нови Сад, Нови Сад, Serbia"
